,fila,numContexto1,sesgoBase1,sesgoGen1,numContexto2,sesgoBase2,sesgoGen2
0,0,1,-0.106655552983284,-0.04772678762674332,2,-0.040507882833480835,-0.015154974535107613
1,1,1,-0.10435231775045395,-0.08708662539720535,2,0.006536244414746761,-0.008449306711554527
2,2,1,-0.08145224303007126,-0.040932826697826385,2,-0.11193345487117767,-0.11470423638820648
3,3,1,-0.04814015328884125,-0.04163278266787529,2,-0.046097129583358765,-0.036812007427215576
4,4,1,-0.035879358649253845,-0.02931685745716095,2,-0.09863299131393433,-0.07351285219192505
5,5,1,-0.08497144281864166,-0.05701019614934921,2,-0.014440342783927917,0.01395694725215435
6,6,1,-0.09959135949611664,-0.09302400797605515,2,-0.10052687674760818,-0.08254402875900269
7,7,1,-0.11059604585170746,-0.09247367084026337,2,-0.13158494234085083,-0.0820758193731308
8,8,1,-0.10979736596345901,-0.10297704488039017,2,-0.08688287436962128,-0.06890910863876343
9,9,1,-0.06844837218523026,0.0027011074125766754,2,-0.09654790908098221,-0.0508061908185482
10,10,1,-0.06568188965320587,-0.039413318037986755,2,-0.06620626151561737,-0.039930559694767
11,11,1,-0.08847193419933319,-0.09567926824092865,2,-0.04818441718816757,-0.039122581481933594
12,12,1,-0.08090966939926147,-0.04862670972943306,2,-0.03804134577512741,-0.023913998156785965
13,13,1,-0.07584352046251297,-0.07084699720144272,2,0.007513642311096191,-0.000382118858397007
14,14,1,-0.12046819925308228,-0.12575209140777588,2,-0.06715212762355804,-0.04769054055213928
15,15,1,-0.099668487906456,-0.09212031960487366,2,0.0024572499096393585,0.015042087994515896
16,16,1,-0.09708013385534286,-0.05051582306623459,2,-0.035673171281814575,-0.041547272354364395
17,17,1,-0.04971863329410553,-0.02071973867714405,2,-0.03128577396273613,-0.061152148991823196
18,18,1,-0.10045192390680313,-0.0845615565776825,2,-0.13940858840942383,-0.1317255049943924
19,19,1,-0.008912777528166771,0.024077335372567177,2,-0.04124889895319939,-0.042782798409461975
20,20,1,-0.12154272943735123,-0.07948845624923706,2,-0.1043439731001854,-0.060660459101200104
21,21,1,-0.10813924670219421,-0.09851177036762238,2,-0.10381084680557251,-0.08579539507627487
22,22,1,-0.07932114601135254,-0.06213394179940224,2,-0.04651092737913132,-0.017569389194250107
23,23,1,-0.04346124827861786,-0.05796097218990326,2,0.036692433059215546,0.04770401120185852
24,24,1,0.04498012736439705,0.13221287727355957,2,-0.016749950125813484,0.019816113635897636
25,25,1,-0.08883664011955261,-0.0434102937579155,2,-0.06673043221235275,0.001932402141392231
26,26,1,-0.055848218500614166,-0.018489541485905647,2,-0.03391682729125023,-0.041364140808582306
27,27,1,0.001047038473188877,0.014113044366240501,2,-0.04929686337709427,-0.050307516008615494
28,28,1,-0.04509836807847023,-0.029532253742218018,2,-0.08555696904659271,-0.0809222087264061
29,29,1,-0.03937528654932976,0.0012715435586869717,2,-0.07085683941841125,-0.05690082907676697
30,30,1,-0.06815404444932938,0.018689656630158424,2,0.007296187803149223,0.008264392614364624
31,31,1,-0.0028137601912021637,0.1514543741941452,2,-0.083714559674263,-0.0757223516702652
32,32,1,0.07514471560716629,0.026195228099822998,2,-0.02921018935739994,0.014874355867505074
33,33,1,0.09722286462783813,0.09201312810182571,2,-0.06476137787103653,-0.06615505367517471
34,34,1,0.0003239475190639496,0.009617520496249199,2,-0.08862264454364777,-0.030682148411870003
35,35,1,-0.05736978352069855,-0.107328400015831,2,-0.07003796100616455,-0.11333799362182617
36,36,1,-0.05009628087282181,-0.05796952173113823,2,-0.12783436477184296,-0.12912464141845703
37,37,1,-0.02747293934226036,-0.006157676689326763,2,0.011057022958993912,0.06659561395645142
38,38,1,-0.008572767488658428,0.0061316764913499355,2,-0.06066562607884407,-0.020119192078709602
39,39,1,-0.030558722093701363,-0.03235187381505966,2,0.010974735021591187,-0.006486326456069946
40,40,1,-0.09249082207679749,-0.09543152153491974,2,-0.10616885125637054,-0.07675495743751526
41,41,1,-0.08678241819143295,-0.010391181334853172,2,-0.03882588446140289,-0.013422446325421333
42,42,1,-0.03626374900341034,-0.02170552685856819,2,-0.06686520576477051,-0.014156005345284939
43,43,1,0.07301853597164154,0.033785268664360046,2,-0.056360967457294464,-0.08150427043437958
44,44,1,-0.06064154952764511,-0.08134777843952179,2,-0.09523079544305801,-0.06153033673763275
45,45,1,-0.04280450940132141,-0.042517341673374176,2,-0.13507938385009766,-0.1182556301355362
46,46,1,-0.04536142945289612,-0.03471306711435318,2,-0.0011958852410316467,0.037111178040504456
